species,upper_id,lower_id,upper_group,lower_group,upper_label,lower_label,frequency_GHz,A_ul_s-1,A_tot_upper_s-1,branching_ratio,upper_ncrit_cm-3,Tk_K,partner,data_mode
CN,51,46,N=9,N=8,"N=9,J=8.5,F=8.5","N=8,J=7.5,F=8.5",1019.794,0.000169,0.012248895000000001,0.013797162927757971,127169623.06716879,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,51,47,N=9,N=8,"N=9,J=8.5,F=8.5","N=8,J=8.5,F=9.5",1017.97745,9.85e-07,0.012248895000000001,8.04154170641515e-05,127169623.06716879,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,51,48,N=9,N=8,"N=9,J=8.5,F=8.5","N=8,J=8.5,F=8.5",1017.96075,7.79e-05,0.012248895000000001,0.006359757349540509,127169623.06716879,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,51,49,N=9,N=8,"N=9,J=8.5,F=8.5","N=8,J=8.5,F=7.5",1017.94486,1.01e-06,0.012248895000000001,8.245641749725179e-05,127169623.06716879,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,52,46,N=9,N=8,"N=9,J=8.5,F=9.5","N=8,J=7.5,F=8.5",1019.81326,0.0122,0.012280221000000001,0.9934674628412632,128420509.77789102,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,52,47,N=9,N=8,"N=9,J=8.5,F=9.5","N=8,J=8.5,F=9.5",1017.99672,7.93e-05,0.012280221000000001,0.006457538508468211,128420509.77789102,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,52,48,N=9,N=8,"N=9,J=8.5,F=9.5","N=8,J=8.5,F=8.5",1017.98001,9.21e-07,0.012280221000000001,7.499865026859043e-05,128420509.77789102,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,53,47,N=9,N=8,"N=9,J=9.5,F=10.5","N=8,J=8.5,F=9.5",1020.03055,0.0123,0.0123,1.0,128764132.59039247,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,54,47,N=9,N=8,"N=9,J=9.5,F=9.5","N=8,J=8.5,F=9.5",1020.04722,0.000136,0.012336000000000001,0.011024643320363164,128368972.14932731,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,54,48,N=9,N=8,"N=9,J=9.5,F=9.5","N=8,J=8.5,F=8.5",1020.03052,0.0122,0.012336000000000001,0.9889753566796368,128368972.14932731,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,55,47,N=9,N=8,"N=9,J=9.5,F=8.5","N=8,J=8.5,F=9.5",1020.06326,4.19e-07,0.012351419,3.392322776840458e-05,129145470.67700882,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,55,48,N=9,N=8,"N=9,J=9.5,F=8.5","N=8,J=8.5,F=8.5",1020.04655,0.000151,0.012351419,0.01222531597381645,129145470.67700882,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,55,49,N=9,N=8,"N=9,J=9.5,F=8.5","N=8,J=8.5,F=7.5",1020.03066,0.0122,0.012351419,0.9877407607984151,129145470.67700882,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,56,50,N=10,N=9,"N=10,J=9.5,F=8.5","N=9,J=8.5,F=7.5",1132.99206,0.0166,0.01689696,0.9824252409900953,158413596.9048871,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,56,51,N=10,N=9,"N=10,J=9.5,F=8.5","N=9,J=8.5,F=8.5",1132.97578,0.000208,0.01689696,0.01230990663409276,158413596.9048871,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,56,52,N=10,N=9,"N=10,J=9.5,F=8.5","N=9,J=8.5,F=9.5",1132.95652,5.79e-07,0.01689696,3.426651894778706e-05,158413596.9048871,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,56,54,N=10,N=9,"N=10,J=9.5,F=8.5","N=9,J=9.5,F=9.5",1130.90601,9.81e-07,0.01689696,5.805778080790865e-05,158413596.9048871,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,56,55,N=10,N=9,"N=10,J=9.5,F=8.5","N=9,J=9.5,F=8.5",1130.88998,8.74e-05,0.01689696,0.0051725280760562846,158413596.9048871,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,57,51,N=10,N=9,"N=10,J=9.5,F=9.5","N=9,J=8.5,F=8.5",1132.99209,0.0167,0.016975696999999998,0.9837593119151457,158458418.76651287,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,57,52,N=10,N=9,"N=10,J=9.5,F=9.5","N=9,J=8.5,F=9.5",1132.97283,0.000187,0.016975696999999998,0.011015747983720493,158458418.76651287,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,57,53,N=10,N=9,"N=10,J=9.5,F=9.5","N=9,J=9.5,F=10.5",1130.93899,8.86e-07,0.016975696999999998,5.2192260500408324e-05,158458418.76651287,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,57,54,N=10,N=9,"N=10,J=9.5,F=9.5","N=9,J=9.5,F=9.5",1130.92232,8.69e-05,0.016975696999999998,0.005119082886552464,158458418.76651287,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,57,55,N=10,N=9,"N=10,J=9.5,F=9.5","N=9,J=9.5,F=8.5",1130.90629,9.11e-07,0.016975696999999998,5.366495408111962e-05,158458418.76651287,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,58,52,N=10,N=9,"N=10,J=9.5,F=10.5","N=9,J=8.5,F=9.5",1132.99191,0.0169,0.016989037,0.9947591496798789,159436499.03688845,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,58,53,N=10,N=9,"N=10,J=9.5,F=10.5","N=9,J=9.5,F=10.5",1130.95808,8.82e-05,0.016989037,0.005191583254542327,159436499.03688845,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,58,54,N=10,N=9,"N=10,J=9.5,F=10.5","N=9,J=9.5,F=9.5",1130.94141,8.37e-07,0.016989037,4.926706557882004e-05,159436499.03688845,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,59,53,N=10,N=9,"N=10,J=10.5,F=11.5","N=9,J=9.5,F=10.5",1133.20922,0.017,0.017,1.0,159688956.9439536,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,60,53,N=10,N=9,"N=10,J=10.5,F=10.5","N=9,J=9.5,F=10.5",1133.22586,0.000154,0.016954,0.009083402146985962,158543131.90954706,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,60,54,N=10,N=9,"N=10,J=10.5,F=10.5","N=9,J=9.5,F=9.5",1133.20919,0.0168,0.016954,0.990916597853014,158543131.90954706,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,61,53,N=10,N=9,"N=10,J=10.5,F=9.5","N=9,J=9.5,F=10.5",1133.24202,3.83e-07,0.016969382999999998,2.2570060443564744e-05,159314132.14210525,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,61,54,N=10,N=9,"N=10,J=10.5,F=9.5","N=9,J=9.5,F=9.5",1133.22535,0.000169,0.016969382999999998,0.00995911283280011,159314132.14210525,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,61,55,N=10,N=9,"N=10,J=10.5,F=9.5","N=9,J=9.5,F=8.5",1133.20931,0.0168,0.016969382999999998,0.9900183171067564,159314132.14210525,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,62,56,N=11,N=10,"N=11,J=10.5,F=9.5","N=10,J=9.5,F=8.5",1246.1246,0.0223,0.022622695,0.9857357843528368,205830345.9957828,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,62,57,N=11,N=10,"N=11,J=10.5,F=9.5","N=10,J=9.5,F=9.5",1246.10829,0.000225,0.022622695,0.009945764640331312,205830345.9957828,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,62,58,N=11,N=10,"N=11,J=10.5,F=9.5","N=10,J=9.5,F=10.5",1246.08921,5.13e-07,0.022622695,2.267634337995539e-05,205830345.9957828,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,62,60,N=11,N=10,"N=11,J=10.5,F=9.5","N=10,J=10.5,F=10.5",1243.82142,8.82e-07,0.022622695,3.8987397390098744e-05,205830345.9957828,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,62,61,N=11,N=10,"N=11,J=10.5,F=9.5","N=10,J=10.5,F=9.5",1243.80527,9.63e-05,0.022622695,0.004256787266061802,205830345.9957828,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,63,57,N=11,N=10,"N=11,J=10.5,F=10.5","N=10,J=9.5,F=9.5",1246.12462,0.0223,0.022602433,0.9866194493309636,204852077.36460757,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,63,58,N=11,N=10,"N=11,J=10.5,F=10.5","N=10,J=9.5,F=10.5",1246.10554,0.000205,0.022602433,0.009069820049903476,204852077.36460757,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,63,59,N=11,N=10,"N=11,J=10.5,F=10.5","N=10,J=10.5,F=11.5",1243.8544,8.05e-07,0.022602433,3.561563483010877e-05,204852077.36460757,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,63,60,N=11,N=10,"N=11,J=10.5,F=10.5","N=10,J=10.5,F=10.5",1243.83775,9.58e-05,0.022602433,0.0042384817599061125,204852077.36460757,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,63,61,N=11,N=10,"N=11,J=10.5,F=10.5","N=10,J=10.5,F=9.5",1243.8216,8.28e-07,0.022602433,3.663322439668331e-05,204852077.36460757,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,64,58,N=11,N=10,"N=11,J=10.5,F=11.5","N=10,J=9.5,F=10.5",1246.12448,0.0225,0.022597766,0.9956736431379988,205769372.22996518,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,64,59,N=11,N=10,"N=11,J=10.5,F=11.5","N=10,J=10.5,F=11.5",1243.87334,9.7e-05,0.022597766,0.004292459705972706,205769372.22996518,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,64,60,N=11,N=10,"N=11,J=10.5,F=11.5","N=10,J=10.5,F=10.5",1243.85669,7.66e-07,0.022597766,3.38971560286092e-05,205769372.22996518,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,65,59,N=11,N=10,"N=11,J=11.5,F=12.5","N=10,J=10.5,F=11.5",1246.3418,0.0227,0.0227,1.0,206855069.22272867,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,66,59,N=11,N=10,"N=11,J=11.5,F=11.5","N=10,J=10.5,F=11.5",1246.35842,0.000171,0.022671,0.007542675664946407,205816527.74815583,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,66,60,N=11,N=10,"N=11,J=11.5,F=11.5","N=10,J=10.5,F=10.5",1246.34178,0.0225,0.022671,0.9924573243350535,205816527.74815583,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,67,59,N=11,N=10,"N=11,J=11.5,F=10.5","N=10,J=10.5,F=11.5",1246.37468,3.53e-07,0.022687353,1.555932946430551e-05,206668669.58518142,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,67,60,N=11,N=10,"N=11,J=11.5,F=10.5","N=10,J=10.5,F=10.5",1246.35803,0.000187,0.022687353,0.00824247764822983,206668669.58518142,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,67,61,N=11,N=10,"N=11,J=11.5,F=10.5","N=10,J=10.5,F=9.5",1246.34188,0.0225,0.022687353,0.9917419630223058,206668669.58518142,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,68,62,N=12,N=11,"N=12,J=11.5,F=10.5","N=11,J=10.5,F=9.5",1359.20647,0.0291,0.029449262,0.9881402121384231,70534965.19368358,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,68,63,N=12,N=11,"N=12,J=11.5,F=10.5","N=11,J=10.5,F=10.5",1359.19014,0.000243,0.029449262,0.008251480121980646,70534965.19368358,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,68,64,N=12,N=11,"N=12,J=11.5,F=10.5","N=11,J=10.5,F=11.5",1359.1712,4.6e-07,0.029449262,1.5620085827617684e-05,70534965.19368358,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,68,66,N=12,N=11,"N=12,J=11.5,F=10.5","N=11,J=11.5,F=11.5",1356.68612,8.02e-07,0.029449262,2.7233280073368223e-05,70534965.19368358,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,68,67,N=12,N=11,"N=12,J=11.5,F=10.5","N=11,J=11.5,F=10.5",1356.66986,0.000105,0.029449262,0.0035654543736953407,70534965.19368358,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,69,63,N=12,N=11,"N=12,J=11.5,F=11.5","N=11,J=10.5,F=10.5",1359.20649,0.0292,0.029529497000000002,0.9888417672674884,70409980.15257673,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,69,64,N=12,N=11,"N=12,J=11.5,F=11.5","N=11,J=10.5,F=11.5",1359.18755,0.000223,0.029529497000000002,0.007551771030844176,70409980.15257673,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,69,65,N=12,N=11,"N=12,J=11.5,F=11.5","N=11,J=11.5,F=12.5",1356.71909,7.38e-07,0.029529497000000002,2.4991959734363235e-05,70409980.15257673,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,69,66,N=12,N=11,"N=12,J=11.5,F=11.5","N=11,J=11.5,F=11.5",1356.70247,0.000105,0.029529497000000002,0.003555766628872818,70409980.15257673,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,69,67,N=12,N=11,"N=12,J=11.5,F=11.5","N=11,J=11.5,F=10.5",1356.68622,7.59e-07,0.029529497000000002,2.5703113060137798e-05,70409980.15257673,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,70,64,N=12,N=11,"N=12,J=11.5,F=12.5","N=11,J=10.5,F=11.5",1359.20637,0.0294,0.029506707,0.9963836357611847,70325189.90557048,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,70,65,N=12,N=11,"N=12,J=11.5,F=12.5","N=11,J=11.5,F=12.5",1356.73791,0.000106,0.029506707,0.0035924035847171966,70325189.90557048,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,70,66,N=12,N=11,"N=12,J=11.5,F=12.5","N=11,J=11.5,F=11.5",1356.72129,7.07e-07,0.029506707,2.3960654098066585e-05,70325189.90557048,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,71,65,N=12,N=11,"N=12,J=12.5,F=13.5","N=11,J=11.5,F=12.5",1359.4237,0.0295,0.0295,1.0,70186509.1847157,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,72,65,N=12,N=11,"N=12,J=12.5,F=12.5","N=11,J=11.5,F=12.5",1359.4403,0.000189,0.029489,0.006409169520838279,70160812.69681938,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,72,66,N=12,N=11,"N=12,J=12.5,F=12.5","N=11,J=11.5,F=11.5",1359.42368,0.0293,0.029489,0.9935908304791616,70160812.69681938,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,73,65,N=12,N=11,"N=12,J=12.5,F=11.5","N=11,J=11.5,F=12.5",1359.45664,3.27e-07,0.029504327,1.10831201131956e-05,70631454.41067234,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,73,66,N=12,N=11,"N=12,J=12.5,F=11.5","N=11,J=11.5,F=11.5",1359.44002,0.000204,0.029504327,0.006914240070617438,70631454.41067234,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,73,67,N=12,N=11,"N=12,J=12.5,F=11.5","N=11,J=11.5,F=10.5",1359.42376,0.0293,0.029504327,0.9930746768092693,70631454.41067234,15.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,3,1,N=1,N=0,"N=1,J=0.5,F=0.5","N=0,J=0.5,F=1.5",113.14416,1.05e-05,1.1789999999999999e-05,0.89058524173028,156799.74774050398,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,3,2,N=1,N=0,"N=1,J=0.5,F=0.5","N=0,J=0.5,F=0.5",113.12337,1.29e-06,1.1789999999999999e-05,0.10941475826972011,156799.74774050398,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,4,1,N=1,N=0,"N=1,J=0.5,F=1.5","N=0,J=0.5,F=1.5",113.19128,6.68e-06,1.182e-05,0.5651438240270727,167151.04264649775,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,4,2,N=1,N=0,"N=1,J=0.5,F=1.5","N=0,J=0.5,F=0.5",113.17049,5.14e-06,1.182e-05,0.43485617597292725,167151.04264649775,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,5,1,N=1,N=0,"N=1,J=1.5,F=2.5","N=0,J=0.5,F=1.5",113.49097,1.19e-05,1.19e-05,1.0,204429.2930458745,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,6,1,N=1,N=0,"N=1,J=1.5,F=1.5","N=0,J=0.5,F=1.5",113.50891,5.19e-06,1.193e-05,0.435037720033529,172855.17117221424,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,6,2,N=1,N=0,"N=1,J=1.5,F=1.5","N=0,J=0.5,F=0.5",113.48812,6.74e-06,1.193e-05,0.5649622799664711,172855.17117221424,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,7,1,N=1,N=0,"N=1,J=1.5,F=0.5","N=0,J=0.5,F=1.5",113.52043,1.3e-06,1.19e-05,0.10924369747899161,171651.4328360319,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,7,2,N=1,N=0,"N=1,J=1.5,F=0.5","N=0,J=0.5,F=0.5",113.49964,1.06e-05,1.19e-05,0.8907563025210085,171651.4328360319,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,8,3,N=2,N=1,"N=2,J=1.5,F=0.5","N=1,J=0.5,F=0.5",226.66369,8.46e-05,0.00011383,0.7432135640867961,1447152.1484223413,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,8,4,N=2,N=1,"N=2,J=1.5,F=0.5","N=1,J=0.5,F=1.5",226.61657,1.07e-05,0.00011383,0.09399982429939382,1447152.1484223413,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,8,6,N=2,N=1,"N=2,J=1.5,F=0.5","N=1,J=1.5,F=1.5",226.29894,8.23e-06,0.00011383,0.07230079943775806,1447152.1484223413,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,8,7,N=2,N=1,"N=2,J=1.5,F=0.5","N=1,J=1.5,F=0.5",226.28742,1.03e-05,0.00011383,0.090485812176052,1447152.1484223413,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,9,3,N=2,N=1,"N=2,J=1.5,F=1.5","N=1,J=0.5,F=0.5",226.67931,5.27e-05,0.00011392,0.4626053370786517,1465477.610543237,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,9,4,N=2,N=1,"N=2,J=1.5,F=1.5","N=1,J=0.5,F=1.5",226.63219,4.26e-05,0.00011392,0.37394662921348315,1465477.610543237,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,9,5,N=2,N=1,"N=2,J=1.5,F=1.5","N=1,J=1.5,F=2.5",226.3325,4.55e-06,0.00011392,0.039940308988764044,1465477.610543237,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,9,6,N=2,N=1,"N=2,J=1.5,F=1.5","N=1,J=1.5,F=1.5",226.31454,9.9e-06,0.00011392,0.08690308988764045,1465477.610543237,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,9,7,N=2,N=1,"N=2,J=1.5,F=1.5","N=1,J=1.5,F=0.5",226.30304,4.17e-06,0.00011392,0.036604634831460675,1465477.610543237,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,10,4,N=2,N=1,"N=2,J=1.5,F=2.5","N=1,J=0.5,F=1.5",226.65956,9.47e-05,0.00011396,0.830993330993331,1759783.1031596342,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,10,5,N=2,N=1,"N=2,J=1.5,F=2.5","N=1,J=1.5,F=2.5",226.35987,1.61e-05,0.00011396,0.14127764127764125,1759783.1031596342,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,10,6,N=2,N=1,"N=2,J=1.5,F=2.5","N=1,J=1.5,F=1.5",226.34193,3.16e-06,0.00011396,0.027729027729027727,1759783.1031596342,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,11,5,N=2,N=1,"N=2,J=2.5,F=3.5","N=1,J=1.5,F=2.5",226.87478,0.000114,0.000114,1.0,2007918.7900656436,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,12,4,N=2,N=1,"N=2,J=2.5,F=2.5","N=1,J=0.5,F=1.5",227.19182,1.45e-09,0.00011430144999999999,1.268575333033833e-05,1724865.4828142591,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,12,5,N=2,N=1,"N=2,J=2.5,F=2.5","N=1,J=1.5,F=2.5",226.89213,1.81e-05,0.00011430144999999999,0.1583531967442233,1724865.4828142591,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,12,6,N=2,N=1,"N=2,J=2.5,F=2.5","N=1,J=1.5,F=1.5",226.87419,9.62e-05,0.00011430144999999999,0.8416341175024464,1724865.4828142591,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,13,5,N=2,N=1,"N=2,J=2.5,F=1.5","N=1,J=1.5,F=2.5",226.90536,1.13e-06,0.00011433,0.009883670077844835,1818645.2595958584,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,13,6,N=2,N=1,"N=2,J=2.5,F=1.5","N=1,J=1.5,F=1.5",226.88742,2.73e-05,0.00011433,0.23878247179218054,1818645.2595958584,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,13,7,N=2,N=1,"N=2,J=2.5,F=1.5","N=1,J=1.5,F=0.5",226.8759,8.59e-05,0.00011433,0.7513338581299747,1818645.2595958584,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,14,8,N=3,N=2,"N=3,J=2.5,F=1.5","N=2,J=1.5,F=0.5",340.03541,0.000289,0.00041252,0.7005720934742558,6302163.076839113,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,14,9,N=3,N=2,"N=3,J=2.5,F=1.5","N=2,J=1.5,F=1.5",340.01963,9.27e-05,0.00041252,0.22471637738776304,6302163.076839113,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,14,10,N=3,N=2,"N=3,J=2.5,F=1.5","N=2,J=1.5,F=2.5",339.99226,3.89e-06,0.00041252,0.009429845825656938,6302163.076839113,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,14,12,N=3,N=2,"N=3,J=2.5,F=1.5","N=2,J=2.5,F=2.5",339.46,4.33e-06,0.00041252,0.010496460777659266,6302163.076839113,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,14,13,N=3,N=2,"N=3,J=2.5,F=1.5","N=2,J=2.5,F=1.5",339.44678,2.26e-05,0.00041252,0.05478522253466499,6302163.076839113,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,15,9,N=3,N=2,"N=3,J=2.5,F=2.5","N=2,J=1.5,F=1.5",340.03541,0.000323,0.00041213999999999997,0.7837142718493716,6000778.233930496,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,15,10,N=3,N=2,"N=3,J=2.5,F=2.5","N=2,J=1.5,F=2.5",340.00813,6.2e-05,0.00041213999999999997,0.1504343184354831,6000778.233930496,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,15,11,N=3,N=2,"N=3,J=2.5,F=2.5","N=2,J=2.5,F=3.5",339.49321,2.99e-06,0.00041213999999999997,0.007254816324549911,6000778.233930496,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,15,12,N=3,N=2,"N=3,J=2.5,F=2.5","N=2,J=2.5,F=2.5",339.4759,2.12e-05,0.00041213999999999997,0.05143883146503616,6000778.233930496,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,15,13,N=3,N=2,"N=3,J=2.5,F=2.5","N=2,J=2.5,F=1.5",339.46264,2.95e-06,0.00041213999999999997,0.007157761925559277,6000778.233930496,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,16,10,N=3,N=2,"N=3,J=2.5,F=3.5","N=2,J=1.5,F=2.5",340.03155,0.000384,0.00041173,0.9326500376460302,6928390.842401122,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,16,11,N=3,N=2,"N=3,J=2.5,F=3.5","N=2,J=2.5,F=3.5",339.51664,2.54e-05,0.00041173,0.06169091394846137,6928390.842401122,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,16,12,N=3,N=2,"N=3,J=2.5,F=3.5","N=2,J=2.5,F=2.5",339.49929,2.33e-06,0.00041173,0.005659048405508464,6928390.842401122,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,17,11,N=3,N=2,"N=3,J=3.5,F=4.5","N=2,J=2.5,F=3.5",340.24777,0.000413,0.000413,1.0,7440806.121967087,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,18,11,N=3,N=2,"N=3,J=3.5,F=3.5","N=2,J=2.5,F=3.5",340.26495,3.35e-05,0.0004135,0.08101571946795647,6684774.639573878,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,18,12,N=3,N=2,"N=3,J=3.5,F=3.5","N=2,J=2.5,F=2.5",340.24777,0.00038,0.0004135,0.9189842805320435,6684774.639573878,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,19,11,N=3,N=2,"N=3,J=3.5,F=2.5","N=2,J=2.5,F=3.5",340.27912,9.27e-07,0.000412727,0.002246036726455987,7062287.618185035,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,19,12,N=3,N=2,"N=3,J=3.5,F=2.5","N=2,J=2.5,F=2.5",340.26177,4.48e-05,0.000412727,0.10854632723325587,7062287.618185035,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
CN,19,13,N=3,N=2,"N=3,J=3.5,F=2.5","N=2,J=2.5,F=1.5",340.24854,0.000367,0.000412727,0.8892076360402881,7062287.618185035,20.0,p-H2,HFS-resolved spectroscopy + HFS-resolved collisions
