species,datafile,partner,Tk_K,upper_id,upper_group,upper_label,upper_qn_json,E_u_K,g_u,A_tot_s-1,gamma_tot_cm3_s-1,ncrit_cm-3,n_rad_branches,n_coll_branches,data_mode,is_hfs_resolved,is_collision_hfs_resolved,is_collision_approximate,warnings
CN,cn-hfs.dat,p-H2,15.0,44,N=8,"N=8,J=7.5,F=6.5","{""F"": 6.5, ""J"": 7.5, ""N"": 8}",195.8063105000594,14.0,0.008584535,8.749817074700843e-11,98111022.51293072,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,45,N=8,"N=8,J=7.5,F=7.5","{""F"": 7.5, ""J"": 7.5, ""N"": 8}",195.80717376618563,16.0,0.00858305,8.817512666005138e-11,97340943.24685144,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,46,N=8,"N=8,J=7.5,F=8.5","{""F"": 8.5, ""J"": 7.5, ""N"": 8}",195.8080370323118,18.0,0.008581420000000001,8.724234096472768e-11,98363018.51952246,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,47,N=8,"N=8,J=8.5,F=9.5","{""F"": 9.5, ""J"": 8.5, ""N"": 8}",195.895226911058,20.0,0.00859,8.702440209660143e-11,98707946.19725938,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,48,N=8,"N=8,J=8.5,F=8.5","{""F"": 8.5, ""J"": 8.5, ""N"": 8}",195.8960901771842,18.0,0.008589,8.777783716294745e-11,97849300.8896506,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,49,N=8,"N=8,J=8.5,F=7.5","{""F"": 7.5, ""J"": 8.5, ""N"": 8}",195.8968095656227,16.0,0.008583462,8.721976717905208e-11,98411888.46995139,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,50,N=9,"N=9,J=8.5,F=7.5","{""F"": 7.5, ""J"": 8.5, ""N"": 9}",244.7497590357192,16.0,0.012271263000000001,9.584257680934117e-11,128035612.23537552,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,51,N=9,"N=9,J=8.5,F=8.5","{""F"": 8.5, ""J"": 8.5, ""N"": 9}",244.75047842415768,18.0,0.012248895000000001,9.631934659057963e-11,127169623.06716879,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,52,N=9,"N=9,J=8.5,F=9.5","{""F"": 9.5, ""J"": 8.5, ""N"": 9}",244.7513416902839,20.0,0.012280221000000001,9.562507594183506e-11,128420509.77789102,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,53,N=9,"N=9,J=9.5,F=10.5","{""F"": 10.5, ""J"": 9.5, ""N"": 9}",244.8490346402322,22.0,0.0123,9.55234951888904e-11,128764132.59039247,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,54,N=9,"N=9,J=9.5,F=9.5","{""F"": 9.5, ""J"": 9.5, ""N"": 9}",244.8497540286707,20.0,0.012336000000000001,9.609798842706279e-11,128368972.14932731,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,55,N=9,"N=9,J=9.5,F=8.5","{""F"": 8.5, ""J"": 9.5, ""N"": 9}",244.8506172947969,18.0,0.012351419,9.563958329511023e-11,129145470.67700882,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,56,N=10,"N=10,J=9.5,F=8.5","{""F"": 8.5, ""J"": 9.5, ""N"": 10}",299.1247341597417,18.0,0.01689696,1.0666357137351712e-10,158413596.9048871,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,57,N=10,"N=10,J=9.5,F=9.5","{""F"": 9.5, ""J"": 9.5, ""N"": 10}",299.1254535481802,20.0,0.016975696999999998,1.0713029406795698e-10,158458418.76651287,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,58,N=10,"N=10,J=9.5,F=10.5","{""F"": 10.5, ""J"": 9.5, ""N"": 10}",299.1264606919941,22.0,0.016989037,1.0655676148577049e-10,159436499.03688845,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,59,N=10,"N=10,J=10.5,F=11.5","{""F"": 11.5, ""J"": 10.5, ""N"": 10}",299.23451283545677,24.0,0.017,1.064569543526202e-10,159688956.9439536,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,60,N=10,"N=10,J=10.5,F=10.5","{""F"": 10.5, ""J"": 10.5, ""N"": 10}",299.2352322238953,22.0,0.016954,1.0693619960574951e-10,158543131.90954706,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,61,N=10,"N=10,J=10.5,F=9.5","{""F"": 9.5, ""J"": 10.5, ""N"": 10}",299.2360954900215,20.0,0.016969382999999998,1.0651523987127282e-10,159314132.14210525,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,62,N=11,"N=11,J=10.5,F=9.5","{""F"": 9.5, ""J"": 10.5, ""N"": 11}",358.9292215844991,20.0,0.022622695,1.0990942511685576e-10,205830345.9957828,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,63,N=11,"N=11,J=10.5,F=10.5","{""F"": 10.5, ""J"": 10.5, ""N"": 11}",358.9300848506253,22.0,0.022602433,1.1033538585879646e-10,204852077.36460757,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,64,N=11,"N=11,J=10.5,F=11.5","{""F"": 11.5, ""J"": 10.5, ""N"": 11}",358.9309481167515,24.0,0.022597766,1.0982084337966988e-10,205769372.22996518,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,65,N=11,"N=11,J=11.5,F=12.5","{""F"": 12.5, ""J"": 11.5, ""N"": 11}",359.0495033314163,26.0,0.0227,1.0973866913340206e-10,206855069.22272867,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,66,N=11,"N=11,J=11.5,F=11.5","{""F"": 11.5, ""J"": 11.5, ""N"": 11}",359.0502227198548,24.0,0.022671,1.1015150361365058e-10,205816527.74815583,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,67,N=11,"N=11,J=11.5,F=10.5","{""F"": 10.5, ""J"": 11.5, ""N"": 11}",359.051085985981,22.0,0.022687353,1.0977645061313508e-10,206668669.58518142,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,68,N=12,"N=12,J=11.5,F=10.5","{""F"": 10.5, ""J"": 11.5, ""N"": 12}",424.16091926698823,22.0,0.029449262,4.1751295856083006e-10,70534965.19368358,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,69,N=12,"N=12,J=11.5,F=11.5","{""F"": 11.5, ""J"": 11.5, ""N"": 12}",424.1616386554267,24.0,0.029529497000000002,4.193936276648608e-10,70409980.15257673,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,70,N=12,"N=12,J=11.5,F=12.5","{""F"": 12.5, ""J"": 11.5, ""N"": 12}",424.1626457992406,26.0,0.029506707,4.195752196278501e-10,70325189.90557048,3,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,71,N=12,"N=12,J=12.5,F=13.5","{""F"": 13.5, ""J"": 12.5, ""N"": 12}",424.29141632973204,28.0,0.0295,4.203086938312088e-10,70186509.1847157,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,72,N=12,"N=12,J=12.5,F=12.5","{""F"": 12.5, ""J"": 12.5, ""N"": 12}",424.2922795958583,26.0,0.029489,4.2030584975445747e-10,70160812.69681938,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,73,N=12,"N=12,J=12.5,F=11.5","{""F"": 11.5, ""J"": 12.5, ""N"": 12}",424.2929989842968,24.0,0.029504327,4.177222067161897e-10,70631454.41067234,3,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,3,N=1,"N=1,J=0.5,F=0.5","{""F"": 0.5, ""J"": 0.5, ""N"": 1}",5.430087811485699,2.0,1.1789999999999999e-05,7.519144749844801e-11,156799.74774050398,2,70,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,4,N=1,"N=1,J=0.5,F=1.5","{""F"": 1.5, ""J"": 0.5, ""N"": 1}",5.4323898544889,4.0,1.182e-05,7.071448561046509e-11,167151.04264649775,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,5,N=1,"N=1,J=1.5,F=2.5","{""F"": 2.5, ""J"": 1.5, ""N"": 1}",5.4467776232589,6.0,1.19e-05,5.821083575008796e-11,204429.2930458745,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,6,N=1,"N=1,J=1.5,F=1.5","{""F"": 1.5, ""J"": 1.5, ""N"": 1}",5.4474970116974,4.0,1.193e-05,6.901731616761546e-11,172855.17117221424,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,7,N=1,"N=1,J=1.5,F=0.5","{""F"": 0.5, ""J"": 1.5, ""N"": 1}",5.4480725224482,2.0,1.19e-05,6.932654043946922e-11,171651.4328360319,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,8,N=2,"N=2,J=1.5,F=0.5","{""F"": 0.5, ""J"": 1.5, ""N"": 2}",16.3082481454196,2.0,0.00011383,7.865793525863564e-11,1447152.1484223413,4,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,9,N=2,"N=2,J=1.5,F=1.5","{""F"": 1.5, ""J"": 1.5, ""N"": 2}",16.3089675338581,4.0,0.00011392,7.773574920586542e-11,1465477.610543237,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,10,N=2,"N=2,J=1.5,F=2.5","{""F"": 2.5, ""J"": 1.5, ""N"": 2}",16.3102624330474,6.0,0.00011396,6.475798056896243e-11,1759783.1031596342,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,11,N=2,"N=2,J=2.5,F=3.5","{""F"": 3.5, ""J"": 2.5, ""N"": 2}",16.335009395331802,8.0,0.000114,5.67752045371681e-11,2007918.7900656436,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,12,N=2,"N=2,J=2.5,F=2.5","{""F"": 2.5, ""J"": 2.5, ""N"": 2}",16.335872661457998,6.0,0.00011430144999999999,6.626687770080936e-11,1724865.4828142591,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,13,N=2,"N=2,J=2.5,F=1.5","{""F"": 1.5, ""J"": 2.5, ""N"": 2}",16.3364481722088,4.0,0.00011433,6.286547604418827e-11,1818645.2595958584,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,14,N=3,"N=3,J=2.5,F=1.5","{""F"": 1.5, ""J"": 2.5, ""N"": 3}",32.6272871174167,4.0,0.00041252,6.54568907485177e-11,6302163.076839113,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,15,N=3,"N=3,J=2.5,F=2.5","{""F"": 2.5, ""J"": 2.5, ""N"": 3}",32.6281503835429,6.0,0.00041213999999999997,6.868109167401263e-11,6000778.233930496,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,16,N=3,"N=3,J=2.5,F=3.5","{""F"": 3.5, ""J"": 2.5, ""N"": 3}",32.6291575273568,8.0,0.00041173,5.94264973448452e-11,6928390.842401122,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,17,N=3,"N=3,J=3.5,F=4.5","{""F"": 4.5, ""J"": 3.5, ""N"": 3}",32.6642636831556,10.0,0.000413,5.5504738764893044e-11,7440806.121967087,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,18,N=3,"N=3,J=3.5,F=3.5","{""F"": 3.5, ""J"": 3.5, ""N"": 3}",32.6651269492818,8.0,0.0004135,6.18569843105973e-11,6684774.639573878,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,19,N=3,"N=3,J=3.5,F=2.5","{""F"": 2.5, ""J"": 3.5, ""N"": 3}",32.6658463377203,6.0,0.000412727,5.8440978662105e-11,7062287.618185035,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,20,N=4,"N=4,J=3.5,F=2.5","{""F"": 2.5, ""J"": 3.5, ""N"": 4}",54.386629216726206,6.0,0.0010138599999999999,6.107930617610246e-11,16599075.259251667,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,21,N=4,"N=4,J=3.5,F=3.5","{""F"": 3.5, ""J"": 3.5, ""N"": 4}",54.3874924828524,8.0,0.00101308,6.387003383446219e-11,15861585.46002484,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,22,N=4,"N=4,J=3.5,F=4.5","{""F"": 4.5, ""J"": 3.5, ""N"": 4}",54.3884996266663,10.0,0.00101336,5.859467057911306e-11,17294405.617176168,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,23,N=4,"N=4,J=4.5,F=5.5","{""F"": 5.5, ""J"": 4.5, ""N"": 4}",54.4339649759795,12.0,0.00102,5.678127990165724e-11,17963666.92978032,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,24,N=4,"N=4,J=4.5,F=4.5","{""F"": 4.5, ""J"": 4.5, ""N"": 4}",54.4348282421057,10.0,0.0010149,6.051122056699534e-11,16772095.992946425,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,25,N=4,"N=4,J=4.5,F=3.5","{""F"": 3.5, ""J"": 4.5, ""N"": 4}",54.4355476305442,8.0,0.0010151770000000001,5.8126004393166756e-11,17465108.957658604,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,26,N=5,"N=5,J=4.5,F=3.5","{""F"": 3.5, ""J"": 4.5, ""N"": 5}",81.5854111772219,8.0,0.00202894,6.243274774990699e-11,32498009.02769048,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,27,N=5,"N=5,J=4.5,F=4.5","{""F"": 4.5, ""J"": 4.5, ""N"": 5}",81.5862744433481,10.0,0.00202279,6.434669663849575e-11,31435801.768724445,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,28,N=5,"N=5,J=4.5,F=5.5","{""F"": 5.5, ""J"": 4.5, ""N"": 5}",81.58728158716201,12.0,0.00202504,6.132770366903007e-11,33019987.360502243,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,29,N=5,"N=5,J=5.5,F=6.5","{""F"": 6.5, ""J"": 5.5, ""N"": 5}",81.6431061299896,14.0,0.00203,6.051444349334199e-11,33545710.458749373,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,30,N=5,"N=5,J=5.5,F=5.5","{""F"": 5.5, ""J"": 5.5, ""N"": 5}",81.64396939611579,12.0,0.0020268,6.265771505003805e-11,32347173.821793698,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,31,N=5,"N=5,J=5.5,F=4.5","{""F"": 4.5, ""J"": 5.5, ""N"": 5}",81.6446887845543,10.0,0.002030866,6.110197822661972e-11,33237319.95170055,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,32,N=6,"N=6,J=5.5,F=4.5","{""F"": 4.5, ""J"": 5.5, ""N"": 6}",114.2226258550899,10.0,0.00355332,6.914573888105418e-11,51388849.94941609,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,33,N=6,"N=6,J=5.5,F=5.5","{""F"": 5.5, ""J"": 5.5, ""N"": 6}",114.2233452435284,12.0,0.00354949,7.057379981841334e-11,50294727.067734085,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,34,N=6,"N=6,J=5.5,F=6.5","{""F"": 6.5, ""J"": 5.5, ""N"": 6}",114.2243523873423,14.0,0.00355382,6.849800351320374e-11,51882096.086420424,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,35,N=6,"N=6,J=6.5,F=7.5","{""F"": 7.5, ""J"": 6.5, ""N"": 6}",114.29068000137201,16.0,0.00356,6.795787930878103e-11,52385389.83573023,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,36,N=6,"N=6,J=6.5,F=6.5","{""F"": 6.5, ""J"": 6.5, ""N"": 6}",114.2915432674982,14.0,0.0035539,6.954682011109013e-11,51100826.67076945,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,37,N=6,"N=6,J=6.5,F=5.5","{""F"": 5.5, ""J"": 6.5, ""N"": 6}",114.2922626559367,12.0,0.003558481,6.83366908123764e-11,52072773.17202967,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,38,N=7,"N=7,J=6.5,F=5.5","{""F"": 5.5, ""J"": 6.5, ""N"": 7}",152.2966905957655,12.0,0.005698902,8.076597604694198e-11,70560677.63841227,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,39,N=7,"N=7,J=6.5,F=6.5","{""F"": 6.5, ""J"": 6.5, ""N"": 7}",152.29755386189169,14.0,0.00570627,8.18056106661019e-11,69754017.52443038,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,40,N=7,"N=7,J=6.5,F=7.5","{""F"": 7.5, ""J"": 6.5, ""N"": 7}",152.2984171280179,16.0,0.00570265,8.03394231809214e-11,70981963.45221254,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,41,N=7,"N=7,J=7.5,F=8.5","{""F"": 8.5, ""J"": 7.5, ""N"": 7}",152.3752478132497,18.0,0.00571,8.003223636291287e-11,71346250.70462266,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,42,N=7,"N=7,J=7.5,F=7.5","{""F"": 7.5, ""J"": 7.5, ""N"": 7}",152.37596720168818,16.0,0.005711000000000001,8.114069432267329e-11,70383918.29984829,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,43,N=7,"N=7,J=7.5,F=6.5","{""F"": 6.5, ""J"": 7.5, ""N"": 7}",152.37683046781441,14.0,0.0057065150000000005,8.027005316022694e-11,71091456.5935223,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,44,N=8,"N=8,J=7.5,F=6.5","{""F"": 6.5, ""J"": 7.5, ""N"": 8}",195.8063105000594,14.0,0.008584535,8.938521494924316e-11,96039764.5726385,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,45,N=8,"N=8,J=7.5,F=7.5","{""F"": 7.5, ""J"": 7.5, ""N"": 8}",195.80717376618563,16.0,0.00858305,9.026929266287393e-11,95082721.34196137,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,46,N=8,"N=8,J=7.5,F=8.5","{""F"": 8.5, ""J"": 7.5, ""N"": 8}",195.8080370323118,18.0,0.008581420000000001,8.90740051983167e-11,96340340.60660125,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,47,N=8,"N=8,J=8.5,F=9.5","{""F"": 9.5, ""J"": 8.5, ""N"": 8}",195.895226911058,20.0,0.00859,8.878377218192625e-11,96751915.23061542,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,48,N=8,"N=8,J=8.5,F=8.5","{""F"": 8.5, ""J"": 8.5, ""N"": 8}",195.8960901771842,18.0,0.008589,8.978121076603687e-11,95665896.31300798,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,49,N=8,"N=8,J=8.5,F=7.5","{""F"": 7.5, ""J"": 8.5, ""N"": 8}",195.8968095656227,16.0,0.008583462,8.900923839948921e-11,96433383.2570941,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,50,N=9,"N=9,J=8.5,F=7.5","{""F"": 7.5, ""J"": 8.5, ""N"": 9}",244.7497590357192,16.0,0.012271263000000001,9.779687499682549e-11,125477046.17758317,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,51,N=9,"N=9,J=8.5,F=8.5","{""F"": 8.5, ""J"": 8.5, ""N"": 9}",244.75047842415768,18.0,0.012248895000000001,9.843570064616043e-11,124435493.62268677,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,52,N=9,"N=9,J=8.5,F=9.5","{""F"": 9.5, ""J"": 8.5, ""N"": 9}",244.7513416902839,20.0,0.012280221000000001,9.753534706841044e-11,125905339.64457789,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,53,N=9,"N=9,J=9.5,F=10.5","{""F"": 10.5, ""J"": 9.5, ""N"": 9}",244.8490346402322,22.0,0.0123,9.737784064355517e-11,126312104.67095174,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,54,N=9,"N=9,J=9.5,F=9.5","{""F"": 9.5, ""J"": 9.5, ""N"": 9}",244.8497540286707,20.0,0.012336000000000001,9.811094827231321e-11,125735203.02505532,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,55,N=9,"N=9,J=9.5,F=8.5","{""F"": 8.5, ""J"": 9.5, ""N"": 9}",244.8506172947969,18.0,0.012351419,9.750819330917784e-11,126670575.88521065,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,56,N=10,"N=10,J=9.5,F=8.5","{""F"": 8.5, ""J"": 9.5, ""N"": 10}",299.1247341597417,18.0,0.01689696,1.0719339853624622e-10,157630602.54392892,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,57,N=10,"N=10,J=9.5,F=9.5","{""F"": 9.5, ""J"": 9.5, ""N"": 10}",299.1254535481802,20.0,0.016975696999999998,1.077902075195551e-10,157488304.27773598,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,58,N=10,"N=10,J=9.5,F=10.5","{""F"": 10.5, ""J"": 9.5, ""N"": 10}",299.1264606919941,22.0,0.016989037,1.0706073242664912e-10,158685977.7149363,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,59,N=10,"N=10,J=10.5,F=11.5","{""F"": 11.5, ""J"": 10.5, ""N"": 10}",299.23451283545677,24.0,0.017,1.0693537835423212e-10,158974515.8397076,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,60,N=10,"N=10,J=10.5,F=10.5","{""F"": 10.5, ""J"": 10.5, ""N"": 10}",299.2352322238953,22.0,0.016954,1.075429045067779e-10,157648708.46436432,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,61,N=10,"N=10,J=10.5,F=9.5","{""F"": 9.5, ""J"": 10.5, ""N"": 10}",299.2360954900215,20.0,0.016969382999999998,1.0701247971408135e-10,158573869.56492573,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,62,N=11,"N=11,J=10.5,F=9.5","{""F"": 9.5, ""J"": 10.5, ""N"": 11}",358.9292215844991,20.0,0.022622695,1.1197955517676611e-10,202025226.5182585,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,63,N=11,"N=11,J=10.5,F=10.5","{""F"": 10.5, ""J"": 10.5, ""N"": 11}",358.9300848506253,22.0,0.022602433,1.1259876276701964e-10,200734292.6739537,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,64,N=11,"N=11,J=10.5,F=11.5","{""F"": 11.5, ""J"": 10.5, ""N"": 11}",358.9309481167515,24.0,0.022597766,1.1191162630268296e-10,201925097.03040782,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,20.0,65,N=11,"N=11,J=11.5,F=12.5","{""F"": 12.5, ""J"": 11.5, ""N"": 11}",359.0495033314163,26.0,0.0227,1.1178237705691817e-10,203073155.1579141,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
