species,datafile,partner,Tk_K,upper_id,upper_group,upper_label,upper_qn_json,E_u_K,g_u,A_tot_s-1,gamma_tot_cm3_s-1,ncrit_cm-3,n_rad_branches,n_coll_branches,data_mode,is_hfs_resolved,is_collision_hfs_resolved,is_collision_approximate,warnings
CN,cn-hfs.dat,p-H2,10.0,22,N=4,"N=4,J=3.5,F=4.5","{""F"": 4.5, ""J"": 3.5, ""N"": 4}",54.3884996266663,10.0,0.00101336,4.344529409877735e-11,23324965.822443776,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,23,N=4,"N=4,J=4.5,F=5.5","{""F"": 5.5, ""J"": 4.5, ""N"": 4}",54.4339649759795,12.0,0.00102,4.2708576826377755e-11,23882790.666300677,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,24,N=4,"N=4,J=4.5,F=4.5","{""F"": 4.5, ""J"": 4.5, ""N"": 4}",54.4348282421057,10.0,0.0010149,4.423146605235559e-11,22945203.73343923,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,25,N=4,"N=4,J=4.5,F=3.5","{""F"": 3.5, ""J"": 4.5, ""N"": 4}",54.4355476305442,8.0,0.0010151770000000001,4.3300288977991497e-11,23445039.836015653,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,26,N=5,"N=5,J=4.5,F=3.5","{""F"": 3.5, ""J"": 4.5, ""N"": 5}",81.5854111772219,8.0,0.00202894,5.4069298777251896e-11,37524806.97703478,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,27,N=5,"N=5,J=4.5,F=4.5","{""F"": 4.5, ""J"": 4.5, ""N"": 5}",81.5862744433481,10.0,0.00202279,5.478486688813945e-11,36922422.4662289,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,28,N=5,"N=5,J=4.5,F=5.5","{""F"": 5.5, ""J"": 4.5, ""N"": 5}",81.58728158716201,12.0,0.00202504,5.361797508230391e-11,37767931.312056296,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,29,N=5,"N=5,J=5.5,F=6.5","{""F"": 6.5, ""J"": 5.5, ""N"": 5}",81.6431061299896,14.0,0.00203,5.330969833610834e-11,38079375.11109526,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,30,N=5,"N=5,J=5.5,F=5.5","{""F"": 5.5, ""J"": 5.5, ""N"": 5}",81.64396939611579,12.0,0.0020268,5.4186038709367594e-11,37404468.905190706,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,31,N=5,"N=5,J=5.5,F=4.5","{""F"": 4.5, ""J"": 5.5, ""N"": 5}",81.6446887845543,10.0,0.002030866,5.360343291383543e-11,37886864.50855686,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,32,N=6,"N=6,J=5.5,F=4.5","{""F"": 4.5, ""J"": 5.5, ""N"": 6}",114.2226258550899,10.0,0.00355332,6.300868777023123e-11,56394127.9487935,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,33,N=6,"N=6,J=5.5,F=5.5","{""F"": 5.5, ""J"": 5.5, ""N"": 6}",114.2233452435284,12.0,0.00354949,6.372182764103074e-11,55702890.695408575,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,34,N=6,"N=6,J=5.5,F=6.5","{""F"": 6.5, ""J"": 5.5, ""N"": 6}",114.2243523873423,14.0,0.00355382,6.274691150317051e-11,56637369.31212033,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,35,N=6,"N=6,J=6.5,F=7.5","{""F"": 7.5, ""J"": 6.5, ""N"": 6}",114.29068000137201,16.0,0.00356,6.24543550309044e-11,57001629.4017991,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,36,N=6,"N=6,J=6.5,F=6.5","{""F"": 6.5, ""J"": 6.5, ""N"": 6}",114.2915432674982,14.0,0.0035539,6.32705369130588e-11,56169904.24600756,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,37,N=6,"N=6,J=6.5,F=5.5","{""F"": 5.5, ""J"": 6.5, ""N"": 6}",114.2922626559367,12.0,0.003558481,6.27247074937087e-11,56731727.29194339,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,38,N=7,"N=7,J=6.5,F=5.5","{""F"": 5.5, ""J"": 6.5, ""N"": 7}",152.2966905957655,12.0,0.005698902,8.136084760999665e-11,70044771.74718846,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,39,N=7,"N=7,J=6.5,F=6.5","{""F"": 6.5, ""J"": 6.5, ""N"": 7}",152.29755386189169,14.0,0.00570627,8.183472562641602e-11,69729200.60916087,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,40,N=7,"N=7,J=6.5,F=7.5","{""F"": 7.5, ""J"": 6.5, ""N"": 7}",152.2984171280179,16.0,0.00570265,8.10898832154759e-11,70325048.87011178,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,41,N=7,"N=7,J=7.5,F=8.5","{""F"": 8.5, ""J"": 7.5, ""N"": 7}",152.3752478132497,18.0,0.00571,8.095153720894858e-11,70536029.29443571,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,42,N=7,"N=7,J=7.5,F=7.5","{""F"": 7.5, ""J"": 7.5, ""N"": 7}",152.37596720168818,16.0,0.005711000000000001,8.155549104026643e-11,70025940.9532622,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,43,N=7,"N=7,J=7.5,F=6.5","{""F"": 6.5, ""J"": 7.5, ""N"": 7}",152.37683046781441,14.0,0.0057065150000000005,8.102597650680805e-11,70428216.30814312,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,44,N=8,"N=8,J=7.5,F=6.5","{""F"": 6.5, ""J"": 7.5, ""N"": 8}",195.8063105000594,14.0,0.008584535,8.576859758621996e-11,100089487.77984028,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,45,N=8,"N=8,J=7.5,F=7.5","{""F"": 7.5, ""J"": 7.5, ""N"": 8}",195.80717376618563,16.0,0.00858305,8.62323954026804e-11,99533939.187467,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,46,N=8,"N=8,J=7.5,F=8.5","{""F"": 8.5, ""J"": 7.5, ""N"": 8}",195.8080370323118,18.0,0.008581420000000001,8.556706778497009e-11,100288816.9729632,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,47,N=8,"N=8,J=8.5,F=9.5","{""F"": 9.5, ""J"": 8.5, ""N"": 8}",195.895226911058,20.0,0.00859,8.542861515312114e-11,100551787.99988033,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,48,N=8,"N=8,J=8.5,F=8.5","{""F"": 8.5, ""J"": 8.5, ""N"": 8}",195.8960901771842,18.0,0.008589,8.591867179630555e-11,99966629.14392632,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,49,N=8,"N=8,J=8.5,F=7.5","{""F"": 7.5, ""J"": 8.5, ""N"": 8}",195.8968095656227,16.0,0.008583462,8.559723127359021e-11,100277332.24880959,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,50,N=9,"N=9,J=8.5,F=7.5","{""F"": 7.5, ""J"": 8.5, ""N"": 9}",244.7497590357192,16.0,0.012271263000000001,9.371237952348703e-11,130946018.68395059,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,51,N=9,"N=9,J=8.5,F=8.5","{""F"": 8.5, ""J"": 8.5, ""N"": 9}",244.75047842415768,18.0,0.012248895000000001,9.402099617498088e-11,130278294.19296718,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,52,N=9,"N=9,J=8.5,F=9.5","{""F"": 9.5, ""J"": 8.5, ""N"": 9}",244.7513416902839,20.0,0.012280221000000001,9.354168734081472e-11,131280730.00498265,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,53,N=9,"N=9,J=9.5,F=10.5","{""F"": 10.5, ""J"": 9.5, ""N"": 9}",244.8490346402322,22.0,0.0123,9.350332827945433e-11,131546119.54816054,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,54,N=9,"N=9,J=9.5,F=9.5","{""F"": 9.5, ""J"": 9.5, ""N"": 9}",244.8497540286707,20.0,0.012336000000000001,9.391422340347688e-11,131353905.22265981,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,55,N=9,"N=9,J=9.5,F=8.5","{""F"": 8.5, ""J"": 9.5, ""N"": 9}",244.8506172947969,18.0,0.012351419,9.3609825190163e-11,131945754.35760936,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,56,N=10,"N=10,J=9.5,F=8.5","{""F"": 8.5, ""J"": 9.5, ""N"": 10}",299.1247341597417,18.0,0.01689696,1.0676257921850087e-10,158266689.73047748,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,57,N=10,"N=10,J=9.5,F=9.5","{""F"": 9.5, ""J"": 9.5, ""N"": 10}",299.1254535481802,20.0,0.016975696999999998,1.0710151848687322e-10,158500992.70143032,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,58,N=10,"N=10,J=9.5,F=10.5","{""F"": 10.5, ""J"": 9.5, ""N"": 10}",299.1264606919941,22.0,0.016989037,1.0667609957988965e-10,159258138.1106545,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,59,N=10,"N=10,J=10.5,F=11.5","{""F"": 11.5, ""J"": 10.5, ""N"": 10}",299.23451283545677,24.0,0.017,1.0659762839177178e-10,159478219.69848087,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,60,N=10,"N=10,J=10.5,F=10.5","{""F"": 10.5, ""J"": 10.5, ""N"": 10}",299.2352322238953,22.0,0.016954,1.0695605135673482e-10,158513705.254999,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,61,N=10,"N=10,J=10.5,F=9.5","{""F"": 9.5, ""J"": 10.5, ""N"": 10}",299.2360954900215,20.0,0.016969382999999998,1.066396782401075e-10,159128227.69206145,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,62,N=11,"N=11,J=10.5,F=9.5","{""F"": 9.5, ""J"": 10.5, ""N"": 11}",358.9292215844991,20.0,0.022622695,1.072013037152688e-10,211030036.1652955,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,63,N=11,"N=11,J=10.5,F=10.5","{""F"": 10.5, ""J"": 10.5, ""N"": 11}",358.9300848506253,22.0,0.022602433,1.0742066985509675e-10,210410464.11727986,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,64,N=11,"N=11,J=10.5,F=11.5","{""F"": 11.5, ""J"": 10.5, ""N"": 11}",358.9309481167515,24.0,0.022597766,1.0707349011003605e-10,211049121.27901116,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,65,N=11,"N=11,J=11.5,F=12.5","{""F"": 12.5, ""J"": 11.5, ""N"": 11}",359.0495033314163,26.0,0.0227,1.0704448173403548e-10,212061375.1617837,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,66,N=11,"N=11,J=11.5,F=11.5","{""F"": 11.5, ""J"": 11.5, ""N"": 11}",359.0502227198548,24.0,0.022671,1.0738409735031519e-10,211120645.97461978,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,67,N=11,"N=11,J=11.5,F=10.5","{""F"": 10.5, ""J"": 11.5, ""N"": 11}",359.051085985981,22.0,0.022687353,1.0707677404425454e-10,211879309.98578066,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,68,N=12,"N=12,J=11.5,F=10.5","{""F"": 10.5, ""J"": 11.5, ""N"": 12}",424.16091926698823,22.0,0.029449262,5.960260315716976e-10,49409355.36379751,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,69,N=12,"N=12,J=11.5,F=11.5","{""F"": 11.5, ""J"": 11.5, ""N"": 12}",424.1616386554267,24.0,0.029529497000000002,5.999424028476787e-10,49220553.27284033,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,70,N=12,"N=12,J=11.5,F=12.5","{""F"": 12.5, ""J"": 11.5, ""N"": 12}",424.1626457992406,26.0,0.029506707,6.000433166976343e-10,49174294.8865617,3,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,71,N=12,"N=12,J=12.5,F=13.5","{""F"": 13.5, ""J"": 12.5, ""N"": 12}",424.29141632973204,28.0,0.0295,6.016523204290332e-10,49031640.0325088,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,72,N=12,"N=12,J=12.5,F=12.5","{""F"": 12.5, ""J"": 12.5, ""N"": 12}",424.2922795958583,26.0,0.029489,6.01234919824847e-10,49047384.021857545,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,10.0,73,N=12,"N=12,J=12.5,F=11.5","{""F"": 11.5, ""J"": 12.5, ""N"": 12}",424.2929989842968,24.0,0.029504327,5.974758219062002e-10,49381625.02688182,3,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,3,N=1,"N=1,J=0.5,F=0.5","{""F"": 0.5, ""J"": 0.5, ""N"": 1}",5.430087811485699,2.0,1.1789999999999999e-05,5.932176334732045e-11,198746.6207127262,2,70,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,4,N=1,"N=1,J=0.5,F=1.5","{""F"": 1.5, ""J"": 0.5, ""N"": 1}",5.4323898544889,4.0,1.182e-05,5.4581046838272494e-11,216558.6899610683,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,5,N=1,"N=1,J=1.5,F=2.5","{""F"": 2.5, ""J"": 1.5, ""N"": 1}",5.4467776232589,6.0,1.19e-05,4.317219560147202e-11,275640.37071105675,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,6,N=1,"N=1,J=1.5,F=1.5","{""F"": 1.5, ""J"": 1.5, ""N"": 1}",5.4474970116974,4.0,1.193e-05,5.303843306725858e-11,224931.23024338682,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,7,N=1,"N=1,J=1.5,F=0.5","{""F"": 0.5, ""J"": 1.5, ""N"": 1}",5.4480725224482,2.0,1.19e-05,5.302033927206293e-11,224442.1699932474,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,8,N=2,"N=2,J=1.5,F=0.5","{""F"": 0.5, ""J"": 1.5, ""N"": 2}",16.3082481454196,2.0,0.00011383,6.654217791389944e-11,1710644.3397041713,4,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,9,N=2,"N=2,J=1.5,F=1.5","{""F"": 1.5, ""J"": 1.5, ""N"": 2}",16.3089675338581,4.0,0.00011392,6.574936094760597e-11,1732640.4144183241,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,10,N=2,"N=2,J=1.5,F=2.5","{""F"": 2.5, ""J"": 1.5, ""N"": 2}",16.3102624330474,6.0,0.00011396,5.286298922458303e-11,2155761.5577857797,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,11,N=2,"N=2,J=2.5,F=3.5","{""F"": 3.5, ""J"": 2.5, ""N"": 2}",16.335009395331802,8.0,0.000114,4.520452844825084e-11,2521871.235323353,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,12,N=2,"N=2,J=2.5,F=2.5","{""F"": 2.5, ""J"": 2.5, ""N"": 2}",16.335872661457998,6.0,0.00011430144999999999,5.437768475699131e-11,2101991.8466702336,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,13,N=2,"N=2,J=2.5,F=1.5","{""F"": 1.5, ""J"": 2.5, ""N"": 2}",16.3364481722088,4.0,0.00011433,5.1046131659053255e-11,2239738.7673493386,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,14,N=3,"N=3,J=2.5,F=1.5","{""F"": 1.5, ""J"": 2.5, ""N"": 3}",32.6272871174167,4.0,0.00041252,5.1995912218680194e-11,7933700.600636773,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,15,N=3,"N=3,J=2.5,F=2.5","{""F"": 2.5, ""J"": 2.5, ""N"": 3}",32.6281503835429,6.0,0.00041213999999999997,5.461989078803801e-11,7545602.784146547,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,16,N=3,"N=3,J=2.5,F=3.5","{""F"": 3.5, ""J"": 2.5, ""N"": 3}",32.6291575273568,8.0,0.00041173,4.7181933980837085e-11,8726433.303205077,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,17,N=3,"N=3,J=3.5,F=4.5","{""F"": 4.5, ""J"": 3.5, ""N"": 3}",32.6642636831556,10.0,0.000413,4.408415873125939e-11,9368444.626961842,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,18,N=3,"N=3,J=3.5,F=3.5","{""F"": 3.5, ""J"": 3.5, ""N"": 3}",32.6651269492818,8.0,0.0004135,4.914133177766409e-11,8414505.36731171,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,19,N=3,"N=3,J=3.5,F=2.5","{""F"": 2.5, ""J"": 3.5, ""N"": 3}",32.6658463377203,6.0,0.000412727,4.638632109547776e-11,8897601.49658079,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,20,N=4,"N=4,J=3.5,F=2.5","{""F"": 2.5, ""J"": 3.5, ""N"": 4}",54.386629216726206,6.0,0.0010138599999999999,5.22320631980037e-11,19410682.59464714,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,21,N=4,"N=4,J=3.5,F=3.5","{""F"": 3.5, ""J"": 3.5, ""N"": 4}",54.3874924828524,8.0,0.00101308,5.411560442945401e-11,18720663.11890996,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,22,N=4,"N=4,J=3.5,F=4.5","{""F"": 4.5, ""J"": 3.5, ""N"": 4}",54.3884996266663,10.0,0.00101336,5.057570010866469e-11,20036499.69892142,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,23,N=4,"N=4,J=4.5,F=5.5","{""F"": 5.5, ""J"": 4.5, ""N"": 4}",54.4339649759795,12.0,0.00102,4.933563404172685e-11,20674711.49022448,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,24,N=4,"N=4,J=4.5,F=4.5","{""F"": 4.5, ""J"": 4.5, ""N"": 4}",54.4348282421057,10.0,0.0010149,5.189485659415926e-11,19556851.42242452,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,25,N=4,"N=4,J=4.5,F=3.5","{""F"": 3.5, ""J"": 4.5, ""N"": 4}",54.4355476305442,8.0,0.0010151770000000001,5.027461856885863e-11,20192634.551957127,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,26,N=5,"N=5,J=4.5,F=3.5","{""F"": 3.5, ""J"": 4.5, ""N"": 5}",81.5854111772219,8.0,0.00202894,5.769528331174089e-11,35166479.53762823,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,27,N=5,"N=5,J=4.5,F=4.5","{""F"": 4.5, ""J"": 4.5, ""N"": 5}",81.5862744433481,10.0,0.00202279,5.897208302178916e-11,34300806.35362014,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,28,N=5,"N=5,J=4.5,F=5.5","{""F"": 5.5, ""J"": 4.5, ""N"": 5}",81.58728158716201,12.0,0.00202504,5.694536083044373e-11,35561105.77698521,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,29,N=5,"N=5,J=5.5,F=6.5","{""F"": 6.5, ""J"": 5.5, ""N"": 5}",81.6431061299896,14.0,0.00203,5.6403529988001754e-11,35990655.202463835,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,30,N=5,"N=5,J=5.5,F=5.5","{""F"": 5.5, ""J"": 5.5, ""N"": 5}",81.64396939611579,12.0,0.0020268,5.786617991725264e-11,35025640.24268198,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,31,N=5,"N=5,J=5.5,F=4.5","{""F"": 4.5, ""J"": 5.5, ""N"": 5}",81.6446887845543,10.0,0.002030866,5.6822831879783487e-11,35740316.57374234,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,32,N=6,"N=6,J=5.5,F=4.5","{""F"": 4.5, ""J"": 5.5, ""N"": 6}",114.2226258550899,10.0,0.00355332,6.575797682494252e-11,54036334.01708001,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,33,N=6,"N=6,J=5.5,F=5.5","{""F"": 5.5, ""J"": 5.5, ""N"": 6}",114.2233452435284,12.0,0.00354949,6.681024633935175e-11,53127928.64092948,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,34,N=6,"N=6,J=5.5,F=6.5","{""F"": 6.5, ""J"": 5.5, ""N"": 6}",114.2243523873423,14.0,0.00355382,6.530651430119277e-11,54417542.23184887,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,35,N=6,"N=6,J=6.5,F=7.5","{""F"": 7.5, ""J"": 6.5, ""N"": 6}",114.29068000137201,16.0,0.00356,6.489662648699263e-11,54856472.40405537,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,36,N=6,"N=6,J=6.5,F=6.5","{""F"": 6.5, ""J"": 6.5, ""N"": 6}",114.2915432674982,14.0,0.0035539,6.608235189179888e-11,53779865.55047317,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,37,N=6,"N=6,J=6.5,F=5.5","{""F"": 5.5, ""J"": 6.5, ""N"": 6}",114.2922626559367,12.0,0.003558481,6.521049026427801e-11,54569149.619617544,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,38,N=7,"N=7,J=6.5,F=5.5","{""F"": 5.5, ""J"": 6.5, ""N"": 7}",152.2966905957655,12.0,0.005698902,8.042738347910838e-11,70857732.19864018,5,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,39,N=7,"N=7,J=6.5,F=6.5","{""F"": 6.5, ""J"": 6.5, ""N"": 7}",152.29755386189169,14.0,0.00570627,8.118679098031903e-11,70285694.64438237,5,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,40,N=7,"N=7,J=6.5,F=7.5","{""F"": 7.5, ""J"": 6.5, ""N"": 7}",152.2984171280179,16.0,0.00570265,8.00820204192633e-11,71210116.45490725,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,41,N=7,"N=7,J=7.5,F=8.5","{""F"": 8.5, ""J"": 7.5, ""N"": 7}",152.3752478132497,18.0,0.00571,7.985899465466156e-11,71501025.334617,1,71,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,42,N=7,"N=7,J=7.5,F=7.5","{""F"": 7.5, ""J"": 7.5, ""N"": 7}",152.37596720168818,16.0,0.005711000000000001,8.070940859751223e-11,70760027.84855042,2,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
CN,cn-hfs.dat,p-H2,15.0,43,N=7,"N=7,J=7.5,F=6.5","{""F"": 6.5, ""J"": 7.5, ""N"": 7}",152.37683046781441,14.0,0.0057065150000000005,8.001923865731077e-11,71314287.6107412,3,72,HFS-resolved spectroscopy + HFS-resolved collisions,True,True,False,
